都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,住所,方書,緯度,経度,設置位置,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,小児対応設備の有無,URL,備考
092208,0111000102,栃木県,小山市,小山市立絹義務教育学校,オヤマシリツキヌギムキョウイクガッコウ,栃木県小山市大字福良2240-1,,36.329115,139.89548,（西校舎）保健室前廊下,(0285)49-0141,,4000020092088,小山市,月火水木金,8:15,16:30,学校閉庁日（夏季休業期間、冬季休業期間）は除く,有,,
092208,0111000103,栃木県,小山市,小山市教育支援センター（アルカディア）,オヤマシキョウイクシエンセンター（アルカディア）,栃木県小山市八幡町1-5-15,,36.310975,139.796878,職員室,(0285)24-5531,,4000020092088,小山市,月火水木金,8:15,16:30,学校閉庁日（夏季休業期間、冬季休業期間）は除く,有,,
092208,0111000104,栃木県,小山市,小山市外国人児童生徒適応指導教室（かけはし）,オヤマシガイコクジンジドウセイトテキオウシドウキョウシツ,栃木県小山市城東1-16-1,,36.307239,139.815268,職員室,(0285)25-3721,,4000020092088,小山市,月火水木金,8:15,16:30,学校閉庁日（夏季休業期間、冬季休業期間）は除く,有,,
092088,0111000105,栃木県,小山市,角田歯科医院,ツノダシカイイン,栃木県小山市城山町1-2-10,,36.316917,139.800091,,(0285)24-3138,,,,月火水木金土,8:30,18:00,,,,
092088,0111000106,栃木県,小山市,友井タクシー有限会社（小山コミュニティーバス間々田路線）,トモイタクシーユウゲンガイシャ（オヤマコミュニティーバスママダロセン）,栃木県小山市城山町2-12-25,,36.316071,139.804613,,(0285)22-0840,,,,月火水木金土日,6:25,21:10,土日祝祭日については6:40から20:45まで。,,,
092088,0111000107,栃木県,小山市,友井タクシー有限会社（小山コミュニティーバス市民病院線）,トモイタクシーユウゲンガイシャ（オヤマコミュニティーバスシミンビョウインセン）,栃木県小山市城山町2-12-25,,36.316071,139.804613,,(0285)22-0840,,,,月火水木金土日,7:35,18:50,土日祝祭日については9:35から17:20まで。,,,
092088,0111000108,栃木県,小山市,友井タクシー有限会社（小山コミュニティーバス羽川路線）,トモイタクシーユウゲンガイシャ（オヤマコミュニティーバスハネカワロセン）,栃木県小山市城山町2-12-25,,36.316071,139.804613,,(0285)22-0840,,,,月火水木金土日,6:25,21:09,土日祝祭日については6:44から21:41まで。,,,
092088,0111000109,栃木県,小山市,足利銀行小山支店,アシカガギンコウオヤマシテン,栃木県小山市城山町2-9-23,アトラスタワー小山城山町103,36.31455,139.803856,,(0285)39-7815,,,,月火水木金,9:00,15:00,,,,
092088,0111000110,栃木県,小山市,東日本旅客鉄道㈱小山駅,ヒガシニホンリョカクテツドウカブシキガイシャオヤマエキ,栃木県小山市城山町3-3-22,,36.313069,139.806512,,(0285)22-6548,,,,月火水木金土日,4:30,1:00,,,,
092088,0111000111,栃木県,小山市,田村歯科医院,タムラシカイイン,栃木県小山市若木町1-19-2,,36.327749,139.804995,,(0285)24-4180,,,,月火水木金土,9:00,18:30,12:00から15:00は休憩時間。,,,
092088,0111000112,栃木県,小山市,岩﨑歯科クリニック,イワサキシカクリニック,栃木県小山市花垣町1-5-33,,36.322387,139.805011,,(0285)22-8211,,,,月火水木金土日,9:00,18:00,土日祝祭日は9:00から17:00まで。,,,
092088,0111000113,栃木県,小山市,SWS東日本株式会社小山工場,エスダブリューエスヒガシニホンカブシキガイシャオヤマコウジョウ,栃木県小山市花垣町2-7-16,,36.322711,139.810211,,(0285)22-0775,,,,月火水木金,8:00,17:00,,,,
092088,0111000114,栃木県,小山市,長井歯科医院,ナガイシカイイン,栃木県小山市花垣町2-9-31,,36.322303,139.807316,,(0285)22-1059,,,,月火水木金土日,9:00,19:00,土日祝祭日は9:00から17:00まで。,,,
092088,0111000115,栃木県,小山市,ネッツトヨタ栃木株式会社VWサザン小山,ネッツトヨタトチギカブシキガイシャフォルクスワーゲンサザンオヤマ,栃木県小山市大字神鳥谷290-1,,36.302959,139.790591,,(0285)35-5001,,,,火水木金土日,9:30,18:00,月曜日が祝日の場合、翌日火曜日定休。,,,
092088,0111000116,栃木県,小山市,トヨタカローラ栃木株式会社小山神鳥谷店,トヨタカローラトチギカブシキガイシャオヤマヒトトノヤテン,栃木県小山市大字神鳥谷309,,36.2975,139.786483,,(0285)35-5001,,,,火水木金土日,9:30,19:00,月曜日が祝日の場合、翌日火曜日定休。,,,
092088,0111000117,栃木県,小山市,ネッツトヨタ栃木株式会社小山店,ネッツトヨタトチギカブシキガイシャオヤマテン,栃木県小山市大字神鳥谷309-1,,36.297374,139.786129,,(0285)23-3511,,,,火水木金土日,9:00,18:00,月曜日が祝日の場合、翌日火曜日定休。,,,
092088,0111000118,栃木県,小山市,関東自動車株式会社県南営業所（小山コミュニティーバス小山駅東口循環線1447号車）,カントウジドウシャカブシキガイシャケンナンエイギョウショ（オヤマコミュニティーバスオヤマエキヒガシグチジュンカンセン1447ゴウシャ）,栃木県小山市神鳥谷2-3-17,,36.301962,139.797029,,(0285)22-1518,,,,月火水木金土日,12:00,21:00,,,,
092088,0111000119,栃木県,小山市,関東自動車株式会社県南営業所（小山コミュニティーバス小山駅東口循環線54号車）,カントウジドウシャカブシキガイシャケンナンエイギョウショ（オヤマコミュニティーバスオヤマエキヒガシグチジュンカンセン54ゴウシャ）,栃木県小山市神鳥谷2-3-17,,36.301962,139.797029,,(0285)22-1518,,,,月火水木金土日,6:00,15:00,,,,
092088,0111000120,栃木県,小山市,関東自動車株式会社県南営業所（小山コミュニティーバス新小山市民病院循環線）,カントウジドウシャカブシキガイシャケンナンエイギョウショ（オヤマコミュニティーバスシンオヤマシミンビョウインジュンカンセン）,栃木県小山市神鳥谷2-3-17,,36.301962,139.797029,,(0285)22-1518,,,,月火水木金土日,7:00,17:00,,,,
092088,0111000121,栃木県,小山市,ネッツトヨタ栃木株式会社レクサス小山,ネッツトヨタトチギカブシキガイシャレクサスオヤマ,栃木県小山市神鳥谷4-13-35,,36.296234,139.786545,,(0285)23-7555,,,,火水木金土日,9:00,18:00,,,,
092088,0111000122,栃木県,小山市,ライブガーデン小山粟宮スタンダード,ライブガーデンオヤマアワノミヤスタンダード,栃木県小山市大字粟宮915-1,,36.289663,139.78607,,(0285)25-8102,,,,月火水木金土日,9:00,23:00,,,,
092088,0111000123,栃木県,小山市,栃木トヨタ自動車株式会社粟宮店,トチギトヨタジドウシャカブシキガイシャアワノミヤテン,栃木県小山市粟宮1-14-23,,36.291249,139.786715,,(0285)25-2515,,,,火水木金土日,9:00,19:00,,,,
092088,0111000124,栃木県,小山市,平山歯科医院,ヒラヤマシカイイン,栃木県小山市西城南2-9-23,,36.298473,139.804297,,(0285)31-6118,,,,月火水木金土,8:30,19:00,土曜日は8:30から18:00まで。,,,
092088,0111000125,栃木県,小山市,医療法人城南やぎ歯科医院,イリョウホウジンジョウナンヤギシカイイン,栃木県小山市東城南1-6-7,,36.297453,139.812674,,(0285)27-8049,,,,月火水木金土,9:00,18:30,,,,
092088,0111000126,栃木県,小山市,斎藤歯科クリニック,サイトウシカクリニック,栃木県小山市駅南町1-12-6,,36.305018,139.808098,,(0285)27-1234,,,,月火水木金土日,9:00,19:00,土日祝祭日は9:00から18:30まで。,,,
092088,0111000127,栃木県,小山市,覚本歯科医院,カクモトシカイイン,栃木県小山市駅南町3-26-18,,36.303283,139.809547,,(0285)27-8148,,,,月火水木金,9:00,19:00,,,,
092088,0111000128,栃木県,小山市,井上歯科医院,イノウエシカイイン,栃木県小山市駅南町5-13-7,,36.303064,139.816961,,(0285)27-1141,,,,月火水木金土日,9:00,19:00,12:00から14:00は提供不可。,,,
092088,0111000129,栃木県,小山市,石川歯科医院,イシカワシカイイン,栃木県小山市駅東通り1-29-12,,36.307808,139.810962,,(0285)22-4182,,,,月火水金土,9:00,18:00,12:00から14:00は提供不可。,,,
092088,0111000130,栃木県,小山市,イーグルスポーツプラザ小山,イーグルスポーツプラザオヤマ,栃木県小山市駅東通り2-4-1,,36.314333,139.808688,,(0285)23-8011,,,,月火水木金土日,9:30,23:00,土曜日は9:30から21:00まで。日祝祭日は9:30から20:00まで。,,,
092088,0111000131,栃木県,小山市,医療法人社団悠徳会城北歯科医院,イリョウホウジンシャダンユウトクカイジョウホクシカイイン,栃木県小山市城北2-14-7,,36.326862,139.817879,,(0285)25-8049,,,,月火水木金土日,9:00,19:00,土日祝祭日は9:00から17:30まで。,,,
092088,0111000132,栃木県,小山市,東京鋼鐵株式会社小山工場,トウキョウコウテツカブシキガイシャオヤマコウジョウ,栃木県小山市城北4-38-1,,36.320747,139.823879,,(0285)22-1335,,,,月火水木金土日,8:00,8:00,事業所の公開時間は8:00から17:00。,,,
092088,0111000133,栃木県,小山市,医療法人岳心会岩井歯科クリニック,イリョウホウジンガクシンカイイワイシカクリニック,栃木県小山市大字稲葉郷67-27,,36.329037,139.820587,,(0285)25-8761,,,,月火水金土,9:00,19:00,,,,
092088,0111000134,栃木県,小山市,古河産機システムズ株式会社,フルカワサンキシステムズカブシキガイシャ,栃木県小山市若木町1-23-15,,36.330106,139.805712,,(0285)23-8650,,,,月火水木金土日,5:30,22:30,"正門を閉鎖するため、10:00から10:30,15:00から15:30,18:00から1830,21:00から21:30は提供不可。",,,
092088,0111000135,栃木県,小山市,スーパーライブガーデン小山喜沢店,スーパーライブガーデンオヤマキザワテン,栃木県小山市大字稲葉郷1341-4,,36.329791,139.810723,,0284-24-0005,,,,月火水木金土日,9:00,23:00,,,,
092088,0111000136,栃木県,小山市,株式会社小山中央観光バス（小山コミュニティーバス思川駅・道の駅線）,カブシキガイシャオヤマチュウオウカンコウバス（オヤマコミュニティーバスオモイガワエキ・ミチノエキセン）,栃木県小山市大字雨ヶ谷741-1,,36.282364,139.816728,,(0285)31-1313,,,,月火水木金土日,6:55,19:00,,,,
092088,0111000137,栃木県,小山市,株式会社小山中央観光バス（小山コミュニティーバス間々田東西線）,カブシキガイシャオヤマチュウオウカンコウバス（オヤマコミュニティーバスママダトウザイセン）,栃木県小山市大字雨ヶ谷741-1,,36.282364,139.816728,,(0285)31-1313,,,,月火水木金土日,6:05,19:25,,,,
092088,0111000138,栃木県,小山市,JOYFITヨークタウン雨ヶ谷,ジョイフィットヨークタウンアマガヤ,栃木県小山市大字雨ケ谷町60,,36.284533,139.811912,,(0285)39-6070,,,,月火水木金土日,6:00,0:00,,,,
092088,0111000139,栃木県,小山市,サヤップゴルフフィットネス,サヤップゴルフフィットネス,栃木県小山市大字横倉新田102-1,,36.282125,139.823676,,(0285)37-8460,,,,月火水木金土日,10:30,22:30,土日祝祭日は8:30から18:30。,,,
092088,0111000140,栃木県,小山市,吉浜歯科,ヨシハマシカ,栃木県小山市大字土塔247-27,,36.30176,139.827139,,(0285)28-7555,,,,月火水木金土日,9:00,19:00,,,,
092088,0111000141,栃木県,小山市,城東にこにこ保育所,ジョウトウニコニコホイクジョ,栃木県小山市城東1-9-23,,36.310902,139.814295,,(0285)37-8505,,,,月火水木金,7:00,19:00,,,,
092088,0111000142,栃木県,小山市,城東内海歯科医院,ジョウトウウツミシカイイン,栃木県小山市城東6-1-45,,36.309372,139.817988,,(0285)25-5000,,,,月火水木金土,9:00,19:00,,,,
092088,0111000143,栃木県,小山市,トヨタカローラ栃木株式会社小山犬塚店,トヨタカローラトチギカブシキガイシャオヤマイヌヅカテン,栃木県小山市大字犬塚32-14,,36.326117,139.827356,,(0285)23-1877,,,,月火水木金土日,9:30,19:00,,,,
092088,0111000144,栃木県,小山市,医療法人社団星野会星野歯科医院,イリョウホウジンシャダンホシノカイホシノシカイイン,栃木県小山市大字犬塚60-1,,36.32348,139.832402,,(0285)25-3533,,,,月火水木金土,9:00,19:00,土曜日は9:00から18:00。,,,
092088,0111000145,栃木県,小山市,入江歯科医院,イリエシカイイン,栃木県小山市大字犬塚732,,36.310838,139.837212,,(0285)24-5582,,,,月火木金土,9:00,19:00,土曜日は9:00から12:00。,,,
092088,0111000146,栃木県,小山市,大山タクシー有限会社（小山コミュニティーバス城東中久喜路線）,オオヤマタクシーユウゲンガイシャ（オヤマコミュニティーバスジョウトウナカクキロセン）,栃木県小山市犬塚2-8-5,,36.310476,139.833578,,(0285)22-0947,,,,月火水木金土日,5:55,21:00,土日祝祭日は6:20から20:30。,,,
092088,0111000147,栃木県,小山市,大山タクシー有限会社（小山コミュニティーバス土塔平成通り線・デマンド大谷）,オオヤマタクシーユウゲンガイシャ（オヤマコミュニティーバスドトウヘイセイドオリセン・デマンドオオヤ）,栃木県小山市犬塚2-8-5,,36.310476,139.833578,,(0285)22-0947,,,,月火水木金土日,6:40,19:51,土日祝祭日は7:10から19:51。,,,
092088,0111000148,栃木県,小山市,大山タクシー有限会社（小山コミュニティーバス高岳路線）,オオヤマタクシーユウゲンガイシャ（オヤマコミュニティーバスタカオカロセン）,栃木県小山市犬塚2-8-5,,36.310476,139.833578,,(0285)22-0947,,,,月火水木金土日,6:30,21:00,土日祝祭日は7:00から20:50。,,,
092088,0111000149,栃木県,小山市,大山タクシー有限会社（小山コミュニティーバス大谷中央路線）,オオヤマタクシーユウゲンガイシャ（オヤマコミュニティーバスオオヤチュウオウロセン）,栃木県小山市犬塚2-8-5,,36.310476,139.833578,,(0285)22-0947,,,,月火水木金土日,6:30,21:00,土日祝祭日は6:40から21:00。,,,
092088,0111000150,栃木県,小山市,ＦＩＴ３６５小山犬塚,フィットサンロクゴオヤマイヌヅカ,栃木県小山市犬塚4-10-10,,36.309819,139.833793,,(0285)37-7255,,,,月火水木金土日,9:00,18:00,,,,
092088,0111000151,栃木県,小山市,渡邉金属運輸株式会社,ワタナベキンゾクウンユカブシキガイシャ,栃木県小山市大字犬塚32,,36.325931,139.825727,,(0285)23-8877,,,,月火水木金,8:00,18:00,,,,
092088,0111000152,栃木県,小山市,学校法人ひまわり学園ひまわり保育所,ガッコウホウジンヒマワリガクエンヒマワリホイクジョ,栃木県小山市大字横倉新田287-2,,36.280467,139.824806,,(0285)28-6355,,,,月火水木金,7:00,18:00,,,,
092088,0111000153,栃木県,小山市,栃木県庁小山庁舎,トチギケンチョウオヤマチョウシャ,栃木県小山市犬塚3-1-1,,36.313838,139.826325,,(0285)22-0302,,,,月火水木金,8:30,17:15,,,,
092088,0111000154,栃木県,小山市,株式会社ツルオカ小山事業所,カブシキガイシャツルオカオヤマジギョウショ,栃木県小山市大字萱橋1085,,36.327374,139.87931,,(0285)49-3330,,,,月火水木金,8:20,17:20,,,,
092088,0111000155,栃木県,小山市,小山市開運スポーツ合宿所,オヤマシカイウンスポーツガッシュクジョ,栃木県小山市大字向野187,,36.315147,139.854436,,(0285)49-3522,,,,月火水木金土日,8:30,21:00,,,,
092088,0111000156,栃木県,小山市,有限会社小山環境美化センター,ユウゲンガイシャオヤマカンキョウビカセンター,栃木県小山市大字高椅1242,,36.342029,139.892494,,(0285)49-0149,,,,月火水木金,7:00,17:30,,,,
092088,0111000157,栃木県,小山市,メルテック株式会社,メルテックカブシキガイシャ,栃木県小山市大字梁2333-29,,36.330475,139.882176,,(0285)49-1080,,,,月火水木金,8:00,17:00,,,,
092088,0111000158,栃木県,小山市,栃木信用金庫思川支店,トチギシンヨウキンコオモイガワシテン,栃木県小山市大字大行寺974-10,,36.315316,139.789607,,(0285)25-1111,,,,月火水木金,8:00,15:00,,,,
092088,0111000159,栃木県,小山市,大森歯科医院,オオモリシカイイン,栃木県小山市大字大行寺1066-1,,36.318126,139.793258,,(0285)24-5455,,,,月火水木金土,15:00,19:00,土曜日は14:30から18:00まで。,,,
092088,0111000160,栃木県,小山市,白鴎大学,ハクオウダイガク,栃木県小山市大字大行寺1117,,36.31569,139.793559,,(0285)22-1111,,,,月火水木金土日,8:00,21:00,,,,
092088,0111000161,栃木県,小山市,文化シャッター株式会社 ライフイン環境防災研究所,ブンカシャッターカブシキガイシャライフインカンキョウボウサイケンキュウジョ,栃木県小山市大字上石塚644-1,,36.328862,139.775271,,(0285)33-3151,,,,月火水木金,9:00,17:00,,,,
092088,0111000162,栃木県,小山市,クロス歯科医院,クロスシカイイン,栃木県小山市大字南小林651-1,,36.324841,139.739669,,(0285)38-0733,,,,月火水木金土日,9:00,18:00,土日祝祭日は9:30から16:00まで。,,,
092088,0111000163,栃木県,小山市,栃木県立小山西高等学校,トチギケンリツオヤマニシコウトウガッコウ,栃木県小山市大字松沼741,,36.352257,139.768644,,(0285)37-1188,,,,月火水木金,8:15,16:45,,,,
092088,0111000164,栃木県,小山市,ネッツトヨタ栃木株式会社トヨタ認定中古車小山店,ネッツトヨタトチギカブシキガイシャトヨタニンテイチュウコシャオヤマテン,栃木県小山市大字喜沢667,,36.34267,139.821006,,(0285)22-8050,,,,月火水木金土日,10:00,19:00,,,,
092088,0111000165,栃木県,小山市,栃木トヨタ自動車株式会社　小山羽川店,トチギトヨタジドウシャカブシキガイシャオヤマハネカワテン,栃木県小山市大字羽川495-1,,36.36608,139.833811,,(0285)25-7788,,,,月火水木金土日,9:00,19:00,,,,
092088,0111000166,栃木県,小山市,ネッツトヨタ栃木株式会社　小山喜沢店,ネッツトヨタジドウシャカブシキガイシャキザワテン,栃木県小山市大字喜沢660-130,,36.344938,139.823132,,(0285)25-7788,,,,月火水木金土日,9:30,18:00,,,,
092088,0111000167,栃木県,小山市,協栄流通株式会社小山物流センター,キョウエイリュウツウカブシキガイシャオヤマブツリュウセンター,栃木県小山市大字出井1523-19,,36.346875,139.847664,,(0285)22-8100,,,,日月火水木,9:00,17:00,,,,
092088,0111000168,栃木県,小山市,栃木県立小山北桜高等学校,トチギケンリツオヤマホクオウコウトウガッコウ,栃木県小山市大字東山田448-29,,36.355999,139.865173,,(0285)49-2932,,,,月火水木金,8:15,16:45,,,,
092088,0111000169,栃木県,小山市,永井歯科医院,ナガイシカイイン,栃木県小山市大字南半田2041-5,,36.367136,139.830145,,(0285)25-4182,,,,月火水木金土,9:00,19:00,,,,
092088,0111000170,栃木県,小山市,日本たばこ産業株式会社葉たばこ研究所,ニホンタバコサンギョウカブシキガイシャハタバコケンキュウジョ,栃木県小山市大字出井1900,,36.339695,139.830142,,(0285)23-3142,,,,月火水木金,9:00,17:00,,,,
092088,0111000171,栃木県,小山市,森永製菓株式会社小山工場,モリナガセイカカブシガイシャオヤマコウジョウ,栃木県小山市大字出井1523-1,,36.348201,139.847256,,(0285)22-1475,,,,月火水木金土日,5:00,1:00,,,,
092088,0111000172,栃木県,小山市,栃木県立小山南高等学校,トチギケンリツオヤマミナミコウトウガッコウ,栃木県小山市大字間々田23-1,,36.258574,139.779793,,(0285)45-2424,,,,月火水木金,8:00,17:30,,,,
092088,0111000173,栃木県,小山市,かきのき歯科クリニック,カキノキシカクリニック,栃木県小山市大字南飯田494-3,,36.254893,139.766673,,(0285)38-6716,,,,月火水金土,9:30,17:00,土曜日は9:30から17:00まで。,,,
092088,0111000174,栃木県,小山市,有限会社菜匠,ユウゲンガイシャサイショウ,栃木県小山市大字楢木275-12,,36.260148,139.736437,,(0285)41-0751,,,,月火水木金土,9:00,18:00,,,,
092088,0111000175,栃木県,小山市,東日本旅客鉄道㈱間々田駅,ヒガシニホンリョカクテツドウカブシキガイシャママダエキ,栃木県小山市乙女3-16,,36.257945,139.760909,,(0285)45-0610,,,,月火水木金土日,5:00,1:00,,,,
092088,0111000176,栃木県,小山市,オリジン電気株式会社間々田工場,オリジンデンキカブシキガイシャママダコウジョウ,栃木県小山市暁3-10-5,,36.256181,139.762619,,(0285)45-1111,,,,月火水木金,8:30,17:00,,,,
